surface,x,y,var_x,var_y,cov,n,idx,z,boundary_axis_idx1,boundary_axis_idx2,yaxis,zaxis,area_over,matching
0,13.92265193,3.198327269,0.575982418,0.018634222,-0.000921,51,32,0,0,0,0,0,0,2
2,14.31046398,4.788044916,1.440891593,0.24816865,-0.008994712,299,33,1.5,0,4,5.5,1.5,8.77035035,2
1,28.34254144,5.5,0.47709387,0.012096476,0.000197302,84,21,1.454198745,0,1,5.5,1.5,5.23258004,4
0,28.54143646,4.834156642,0.484883158,0.009831765,-0.000174534,36,26,0,0,0,0,0,0,4
2,36.49723757,3.13610702,0.652154006,0.029186893,-0.000286025,70,27,1.5,0,0,0,0,0,5
0,39.77900552,2.591709622,0.564688645,0.018923625,0.000147419,52,24,0,0,0,0,0,0,5
3,40.31886345,0,0.482930884,0.003528028,-0.001562979,56,15,0.481314157,0,0,0,0,0,6
2,46.48451014,5.134964438,17.02050212,0.075647386,0.02296292,573,26,1.5,0,4,5.5,1.5,143.3052696,6
3,66.12477498,0,0.843583829,0.067380377,0.003557759,267,12,0.798106035,0,2,0,1.5,0.013180318,8
0,68.02209945,2.287460821,0.559982907,0.060461207,-0.000730953,91,17,0,0,0,0,0,0,8
0,68.61878453,4.772760818,0.561021836,0.04366308,-0.000488206,78,16,0,0,0,0,0,0,9
1,68.61878453,5.5,0.559982907,0.01204012,-0.000112482,91,11,1.454875962,0,1,5.5,1.5,6.162604766,9
3,73.19337017,0,1.194171209,0.072771034,1.3e-05,322,11,1.117533566,0,2,0,1.5,8.347142806,11
0,75.5801105,1.921989945,0.743949736,0.100395058,-0.000238456,135,13,0,0,0,0,0,0,11
2,78.66586597,1.805633373,1.343417374,0.059945731,-0.000821638,138,17,1.5,0,0,0,0,0,12
0,79.75690608,4.529828684,0.956454321,0.077281847,-4.87e-05,136,12,0,0,0,0,0,0,12
3,79.85635359,0,2.586371579,0.081122773,0.000537188,504,9,1.144309595,0,2,0,1.5,21.07208327,13
0,82.04728734,1.925193699,1.076557815,0.099345903,-0.001648182,161,11,0,0,0,0,0,0,13
0,97.85635359,4.955469646,0.40795458,0.010418116,-0.000234949,33,7,0,0,0,0,0,0,15
2,102.1363732,2.531988125,0.861032814,0.030394715,-0.000605941,79,10,1.5,0,0,0,0,0,15
3,108.7955801,0,1.189758812,0.110595165,-0.00033216,399,7,1.061951285,0,2,0,1.5,8.553218221,16
0,110.1878453,2.04338488,0.954525985,0.150491751,-0.000197054,187,5,0,0,0,0,0,0,16
2,114.9663826,1.804902731,0.962582191,0.05946121,-0.002007703,118,6,1.5,0,0,0,0,0,17
1,115.5648225,5.5,1.458615161,0.048858877,-0.001037615,292,2,1.262739931,0,1,5.5,1.5,12.91458736,17
0,115.8563536,5.078966207,1.600341622,0.100474947,-0.000808606,198,3,0,0,2,5.5,0,11.84360079,17
2,125.9083523,3.804527997,0.572755626,0.01815381,-0.002262144,51,3,1.5,0,0,0,0,0,18
3,130.7566908,0,1.613450977,0.108515963,0.009663933,462,3,0.953174819,0,2,0,1.5,9.24779812,18
0,131.5690608,1.860755707,0.648628849,0.07933884,-0.000982129,112,2,0,0,0,0,0,0,18
